street,state,city,post_code,safety_flag,post_code_extension,country
3645 E 33rd Ln,IN,Hobart,46342,False,1420,US
6041 Florence Ave,CA,South Gate,90280,False,8205,US
5649 W Montrose Ave,IL,Chicago,60634,False,1853,US
9711 Bandera St,CA,Los Angeles,90002,False,3012,US
323 Harmon Cove Tower,NJ,Secaucus,7094,False,Not Available,US
7570 Meridian St,FL,Miramar,33023,False,4771,US
1747 S Halsted St,IL,Chicago,60608,False,4256,US
1604 Thunderbird Ave,TX,McAllen,78504,False,3119,US
155 Orchard Dr,PA,North Wales,19454,False,1425,US
609 Lakehaven Ter,CA,Sunnyvale,94089,False,2502,US
600 Washington St,NY,New York,10014,False,3380,US
51 E Grove St,NJ,Bogota,07603,False,1107,US
125 19th St SE,TX,Paris,75460,False,0911,US
1382 Decatur St,NY,Brooklyn,11237,False,6419,US
1805 Bamboo Drive,LA,Houma,70363,False,Not Available,US
203 Supercharge Dr,LA,Thibodaux,70301,False,6136,US
2709 Wedgewood Plaza Dr,FL,Riviera Beach,33404,False,1949,US
557 Martin Forest Ln SE P 1,GA,Lawrenceville,30045,True,9006,US
5495 Cynthia Ln,FL,Sarasota,34235,False,9110,US
560 Audubon Avenue,NY,New York,10040,False,Not Available,US
1539 N Ridge Lake Cir,FL,Longwood,32750,False,4554,US
108 S Nueces St Box 352,TX,Camp Wood,78833,False,0352,US
26910 Grand Central Parkway,NY,Floral Park,11005,False,Not Available,US
3902 Wood Park,TX,Sugar Land,77479,True,2838,US
8405 E. 91st Street,MO,Kansas City,64138,False,Not Available,US
33198 Whisper Pointe Drive,FL,Wesley Chapel,33545,False,Not Available,US
3180 Chimney Hill Dr,TX,Waco,76708,False,Not Available,US
1301 Goodbar Ave,TN,Memphis,38104,False,4540,US
32 Brookhaven Drive,AL,Tuscaloosa,35405,False,Not Available,US
1531 Stacey St,TN,Memphis,38108,False,2647,US
2525 Edmond Circle,FL,Auburndale,33823,False,Not Available,US
21 Regent St,NY,Hicksville,11801,False,Not Available,US
3222 E Windrose Dr,AZ,Phoenix,85032,False,7205,US
"6211 Manchester House, Apt 8",NY,Albany,12203,False,Not Available,US
17320 Burbank Blvd,CA,Encino,91316,False,1736,US
9207 Chestnut Ave,IL,Franklin Park,60131,False,3013,US
8108 Hardwicke Drive,IA,Johnston,50131,False,Not Available,US
4058 Maxwell Dr,OH,Bellbrook,45305,False,1625,US
103 Rigsby Rd,TN,Johnson City,37615,True,4731,US
11729 S Nate Ln,UT,Draper,84020,False,8457,US
7808 E Cypress St,AZ,Scottsdale,85257,False,2204,US
1127 S Old Wilke Rd,IL,Arlington Heights,60005,False,Not Available,US
5 friendly ct,NY,Babylon,11702,False,Not Available,US
26571 Via Del sol,CA,Mission viejo,92691,False,Not Available,US
202 E Main St,KS,Savonburg,66772,False,4002,US
42 Bellows Ln,NJ,Towaco,07082,False,1137,US
1812 Trebbiano St,CA,Tulare,93274,False,0810,US
4747 Hedgemore Dr Unit O,NC,Charlotte,28209,False,3198,US
29 E Circle Dr,IL,Saint Anne,60964,False,5365,US
2605 Roberts Avenue,IL,Waukegan,60087,False,Not Available,US
4400 Paluxy Drive,TX,Tyler,75703,False,Not Available,US
1045 Grove Ave,NJ,Edison,08820,False,1529,US
408 W Fiat St,CA,Carson,90745,False,2808,US
2423 E. Steel Ave,TX,EDINBURG,78542,False,0681,US
20540 ontario ave,CA,Burney,96013,False,Not Available,US
1350 W Ofarrell St,CA,San Pedro,90732,False,2939,US
27102 Silver Oak Ln,CA,Canyon Country,91387,False,6399,US
702 E Tate St,TX,Brownfield,79316,False,4636,US
274 Morris Road,PA,Harleysville,19438,False,Not Available,US
249 E 48th St,NY,New York,10017,False,1533,US
2317 Therrell Way,TX,Mckinney,75070,False,Not Available,US
704 18th Avenue,NJ,Belmar,7719,False,Not Available,US
38 Wakeley St,CT,Shelton,06484,False,4525,US
8911 Jennrich Ave,CA,Westminster,92683,False,4621,US
43270 Baltusrol Ter,VA,Ashburn,20147,False,5244,US
1935 Chicoma Road,NM,Rio Rancho,87144,False,Not Available,US
31992 Nichols Lane,OR,Cottage Grove,97424,False,Not Available,US
Cambridge Oaks Apts 4444 Cullen Blvd,TX,Houston,77004,False,2623,US
5718 8th Ave north,FL,St Petersburg,33710,False,Not Available,US
222 Virginia Avenue,NJ,Egg Harbor Township,8234,False,Not Available,US
4306 Munger Ave,TX,Dallas,75204,False,4420,US
1126 Christa Cir,CA,San Jacinto,92582,False,Not Available,US
10417 S Kolin Ave,IL,Oak Lawn,60453,False,4809,US
14 Black Pine Street,NY,Center Moriches,11934,False,Not Available,US
88 Motta Avenue,NJ,North Haledon,7508,True,Not Available,US
1758 Sterling Oaks Ct,MI,Ada,49301,False,Not Available,US
18 Lanesboro Rd,MA,Worcester,01606,False,1320,US
80 Trelawney Bnd,GA,Covington,30016,True,6878,US
2126 Sunset Dr,MO,Poplar Bluff,63901,False,2739,US
3504 SW 104th st,WA,Seattle,98146,False,Not Available,US
50 Buffalo Street,NY,Attica,14011,False,Not Available,US
1430 Manzanita Ln,NV,Reno,89509,False,5207,US
3950 Zenith Loop,FL,The Villages,32163,False,4290,US
4438 N Oak Park Ave,IL,Harwood Heights,60706,False,4836,US
1850 Kingsley Ave,OH,Akron,44313,True,6146,US
1 Candy Ln,NY,Hopewell Junction,12533,False,7307,US
4521 Ridgemoor Dr,MS,Belden,38826,False,9572,US
Beau Monde Condo 4950 Gulf Blvd Apt 705,FL,St Pete Beach,33706,True,2436,US
1901 Brantley Walk Ln NW,GA,Atlanta,30318,False,Not Available,US
20151 Laurel Hill Way,MD,Germantown,20874,False,1022,US
508 HILLCREST ST,OK,muskogee,74403,True,Not Available,US
1008 W 97th St,MO,Kansas CIty,64114,False,Not Available,US
232 Shadows Bend Dr,LA,Baton Rouge,70810,False,Not Available,US
252 Carl Cedar Hill Rd,GA,Winder,30680,False,5828,US
1672 Highway 55 E,SC,Clover,29710,False,8550,US
473 W End Ave,NY,New York,10024,False,4934,US
18804 sw 319 Street,FL,Homestead,33030,False,Not Available,US
2312 Turkey Point Road,MD,Baltimore,21221,False,Not Available,US
2062 23rd St APT2,NY,Astoria,11105,False,3241,US
2292 Brookside Court,IL,Aurora,60502,False,Not Available,US
14261 Palmetto Springs St,FL,Jacksonville,32258,False,1138,US
101 Strassburg Circle,PA,Shrewsbury,17361,False,Not Available,US
97 CONFERENCE CENTER DRIVE,IL,EAST PEORIA,61611,False,Not Available,US
138 Jack Knife Dr,FL,Inlet Beach,32461,False,8572,US
1138 W 10th Ave,WA,Kennewick,99336,False,5599,US
3233 W Dallas St Apt 303,TX,Houston,77019,False,Not Available,US
230 11th Street,PA,Northumberland,17857,False,Not Available,US
304 Howe Ave,NY,Bronx,10473,False,1644,US
140 Duckett Dr,NC,Robbinsville,28771,True,Not Available,US
717 E 5th St,KS,Scranton,66537,False,9266,US
16025 S Western Ave,CA,Gardena,90247,False,3738,US
131 W Albany St,NY,Oswego,13126,False,1924,US
411 Karen Dr,MO,Carl Junction,64834,False,9706,US
4087 County Road 29,AL,Abbeville,36310,False,5002,US
"204 E Chester Pike, Apt B1",PA,Ridley Park,19078,False,Not Available,US
3232 Greenfield Rd,MI,Royal Oak,48073,False,6538,US
466 Crescent Street,CA,Oakland,94610,False,Not Available,US
6198 Royal Palms Dr,LA,Gonzales,70737,False,Not Available,US
948 Mozart Dr,FL,Orlando,32825,True,Not Available,US
225 Brushwood Pl,CA,Brentwood,94513,False,2094,US
1617 Glover Dr,MS,Corinth,38834,False,3106,US
1104 Montgomery Street,CA,San Francisco,94133,False,Not Available,US
720 W 28TH ST,TX,Tyler,75702,False,Not Available,US
8 LIBERTY CORNER RD,NJ,WARREN,07059,False,2708,US
475 Alta View Village Ct,OH,Worthington,43085,False,Not Available,US
101 foxhill dr,VA,Staunton,24401,False,Not Available,US
120 Benchley Pl,NY,Bronx,10475,False,3456,US
1008 Jersey Ave,FL,Saint Cloud,34769,False,3619,US
1927 Mt Brynion Rd,WA,Kelso,98626,False,9547,US
1003 Wilmington Ave,OH,Dayton,45420,False,1689,US
159 Ridgeview Drive,MO,Saint Robert,65584,False,Not Available,US
5305 47th St E,FL,Bradenton,34203,False,4128,US
2550 South Cypress Street,IA,Sioux City,51106,False,Not Available,US
15301 Tucker St,NE,Bennington,68007,False,1857,US
139 E 55th St,NY,Brooklyn,11203,False,Not Available,US
2700 Bay Boulevard,FL,Indian Rocks Beach,33785,False,Not Available,US
4195 Chino Hills Pkwy 530,CA,Chino Hills,91709,False,Not Available,US
26 Bay State Boulevard,MA,Peabody,1960,False,Not Available,US
119 Ash Avenue,CO,Castle Rock,80104,False,Not Available,US
632 Loeb St,TN,Memphis,38111,False,Not Available,US
2463 Cambridge Rd,VA,Coshocton,43812,True,Not Available,US
3644 McKinnon Rd,NC,Fayetteville,28312,False,7736,US
103 Austin,AR,Benton,72015,False,Not Available,US
1120 E Kennedy Blvd,FL,Tampa,33602,False,3587,US
3036 Madame Plantier Ave,NV,North Las Vegas,89081,False,6494,US
4703 Neely Avenue,TX,Midland,79707,False,Not Available,US
2804 Highway 26 E,AR,Delight,71940,False,8235,US
4948 Cascade Rd,NY,Lake Placid,12946,False,4114,US
715 19th Ave,CA,San Francisco,94121,False,3803,US
430 W 34th St Apt 12F,NY,New York,10001,False,2335,US
6178 Davidson St,CA,Chino,91710,False,1126,US
607 Georgetown Ct,DE,Newark,19713,False,8104,US
8326 Willowdale Way,CA,Fair Oaks,95628,False,Not Available,US
2800 bartons bluff lane,TX,Austin,78746,False,Not Available,US
45 Beechcroft St Apt 4,MA,Brighton,02135,False,2581,US
510 Snyder Ave,TN,Nashville,37209,False,Not Available,US
168 Raymond Ct,SC,Saint Matthews,29135,False,8059,US
12393 Cross Creek Cove,MO,St Louis,63141,False,Not Available,US
10066 Indiana 38,IN,Greens Fork,47345,False,Not Available,US
41 Merrimac Drive,VA,Portsmouth,23704,False,Not Available,US
321 Castle Rock Lane,NC,Cary,27519,False,Not Available,US
1712 E Broadway,CA,Anaheim,92805,False,Not Available,US
11234 Sunburst st,CA,Lake View Terrace,91342,False,Not Available,US
254 W Dexter St,CA,Covina,91723,False,2554,US
623 Meadowood Street,NC,Hudson,28638,False,Not Available,US
2326 Sunset Turn,IL,Kankakee,60901,False,Not Available,US
4685 Timber Ridge Dr,VA,Montclair,22025,False,1059,US
145 Pinnacle Place,CO,Durango,81301,False,Not Available,US
6517 Radcliffe St,PA,Bristol,19007,False,Not Available,US
2326 170th St,IL,Hazel Crest,60429,False,1255,US
905 N Arkansas St,TX,Shamrock,79079,False,1731,US
1435 Dalmatia Dr,CA,San Pedro,90732,False,1349,US
525 4th Avenue West,MN,Shakopee,55379,False,Not Available,US
13395 Backus,MI,Southgate,48195,False,Not Available,US
1502 W Posada Ave,AZ,Mesa,85202,False,Not Available,US
216 Hale St,TX,Lexington,78947,False,9402,US
1283 English Manor Cir,GA,Stone Mountain,30087,False,5835,US
500 S Bruns Ave,NC,Charlotte,28208,False,4313,US
4218 S King Dr,IL,Chicago,60653,False,2595,US
104 Lipan St,TX,Greenville,75402,False,2808,US
22461 Leewin St,MI,Detroit,48219,False,Not Available,US
11882 W 162nd St S,OK,Sapulpa,74066,False,Not Available,US
1901 NW 127th St,FL,Miami,33167,False,1425,US
57429 Redondo St,CA,Yucca Valley,92284,False,Not Available,US
9331 Rochelle Dr,IN,Indianapolis,46235,False,2233,US
711 E 101st St,NY,Brooklyn,11236,False,2642,US
16 Swaine Pl,NJ,West Orange,07052,False,5216,US
607 Brier Ave,DE,Wilmington,19805,False,Not Available,US
116 Boxley Lane,VA,Orange,22960,False,Not Available,US
14051 Ingram St,MI,Livonia,48154,False,4222,US
4413 COMANCHE TRAIL BLVD,FL,Saint Johns,32259,False,Not Available,US
1628 Indian Trail Dr,AL,Mobile,36695,False,2707,US
23156 Fountain Vw,FL,Boca Raton,33433,False,7170,US
29 Great Oaks Drive,NY,New City,10956,False,Not Available,US
1739 Crowe Creek Rd,SC,Six Mile,29682,False,Not Available,US
155 Sylvest Dr,AL,Montgomery,36117,False,2850,US
160 cross ave,DE,new cstle,19720,False,Not Available,US
12462 Sandycreek Ln,MO,Black Jack,63033,False,4415,US
1512 S 12th Ave,WA,Yakima,98902,False,Not Available,US
1009 Alden Ave.,CA,Lompoc,93436,False,Not Available,US
9536 Kezia Trl,VA,Fort Belvoir,22060,False,Not Available,US
735 West 2220 North,UT,Lehi,84043,False,Not Available,US
577 E Baseline Rd,AZ,Tempe,85283,False,1677,US
2217 Gaar Mtn. Rd,VA,Madison,22727,False,Not Available,US
2225 Connie smith rd,TN,Selmer,38375,False,Not Available,US
453 Creekview Ln,GA,Atlanta,30349,False,3937,US
5200 N Lamar Blvd Apt M304,TX,Austin,78751,False,1843,US
404 Brandy Ln,GA,McDonough,30253,True,2352,US
4600 Snowflower Blvd,MD,Oxon Hill,20745,False,3400,US
3150 Riverbirch Drive,IL,Aurora,60502,False,Not Available,US
320 S Idaho St Apt 23,CA,La Habra,90631,False,5250,US
4706 Hampnett Ave,MD,Baltimore,21214,False,2818,US
38 Merry Way,SC,Camden,29020,False,Not Available,US
4502 Keenehand Ct,IL,Richton Park,60471,False,1110,US
5126 2nd Rd,FL,Lake Worth,33467,False,5616,US
2569 Mariner Rd,CA,Oakley,94561,False,5031,US
1010 Palm Canyon Drive,CA,Borrego Springs,92004,False,Not Available,US
819 Camelback Dr,TX,New Braunfels,78130,False,Not Available,US
39357 Low Gap Road,OH,Dexter City,45727,False,Not Available,US
1008 Townley cir,CO,Longmont,80501,False,Not Available,US
7951 Covered Bridge Rd,MN,Prior Lake,55372,False,Not Available,US
3100 Old Macon Darien Rd SE,GA,Ludowici,31316,False,Not Available,US
2084 Timberview Drive,MO,Kirkwood,63122,False,Not Available,US
7725 Gateway,CA,Irvine,92618,False,5830,US
291 Quail Hollow Dr,IL,Beecher,60401,False,3677,US
1920 MARSHALL AVE. Apt. 104,MN,SAINT PAUL,55104,False,Not Available,US
3733 W Sharon Lane,WI,Franklin,53132,False,Not Available,US
7645 S Rose Crest Ct,SD,Sioux Falls,57108,False,1725,US
5956 Gadsen Dr,IN,Plainfield,46168,False,7530,US
309 Northern Blvd.,NY,St. James,11780,False,Not Available,US
7401 Brockway St,MI,Mount Morris,48458,False,2924,US
122 Wall St.,MA,Middleboro,2346,False,Not Available,US
26 Acorn Ln,NY,Levittown,11756,False,4706,US
1428 Cheairs Ct,CO,Sterling,80751,False,4624,US
7655 Dunvegan Close,GA,Atlanta,30350,False,Not Available,US
539 Les Jardin Drive,FL,Palm Beach Gardens,33410,False,Not Available,US
10 Aleria,CA,Laguna Niguel,92677,False,Not Available,US
1028 Granite Ash Ave,NV,North Las Vegas,89081,False,3063,US
185 Passaic Ave Apt 7,NJ,Passaic,07055,False,4729,US
110 Young Dr,SC,Clinton,29325,False,2853,US
14291 Fish Eagle Drive East,FL,Jacksonville,32226,False,Not Available,US
1185 Humble Rd East,TX,Overton,75684,False,Not Available,US
1148 G Welch Rd,LA,Hineston,71438,False,Not Available,US
1512 Chigwell Lane North,NY,Webster,14580,False,Not Available,US
8110 W 132nd Pl,KS,Overland Park,66213,False,4674,US
5142 The Woods Rd,NC,KITTY HAWK,27949,False,Not Available,US
2427 S Pacer Lane,FL,Cocoa,32926,False,Not Available,US
801 Pennsylvanina Ave,OH,Mount Vernon,43050,False,Not Available,US
1492 Warfield Rd,MD,Edgewater,21037,False,Not Available,US
1113 Caspian Dr,PA,York,17404,False,9062,US
12709 228th Ave,WI,Bristol,53104,False,Not Available,US
24 Terry Ave,NY,Lake Grove,11755,False,Not Available,US
509 County Route 18,NY,Lake Clear,12945,False,Not Available,US
900 Las Lomas Dr,CA,Milpitas,95035,False,4527,US
270 W K St,CA,Benicia,94510,False,Not Available,US
24502 Kings rd,IL,Crete,60417,False,Not Available,US
1612 East Street,IA,Cedar Falls,50613,False,Not Available,US
6703 Desrt Rose Lane,TX,Houston,77086,False,Not Available,US
111 purple martin trail,SC,Summerville,29485,False,Not Available,US
1020 HAMILTON STREET NE,DC,Washington,20011,False,Not Available,US
9729 country meadows lane 1b,MD,laurel,20723,False,Not Available,US
960 N HANDY ST,CA,ORANGE,92867,False,Not Available,US
261 Oak Forest Trail,AL,Pelham,35124,False,Not Available,US
76 County Road 3204,TX,Naples,75568,False,5503,US
4774 McKinley Dr,CO,Boulder,80303,False,Not Available,US
127 Bethany Cove Dr,SC,Pickens,29671,False,9544,US
1308 Dwight Way,CA,Berkeley,94702,False,2120,US
410 Plantation St,MA,Worcester,01605,False,2326,US
5018 Clara St,CA,Cudahy,90201,False,4403,US
10337 E Lakeshore Dr,TX,Tyler,75709,False,4317,US
109 N Avenue C,NM,Hobbs,88240,False,6236,US
3729 E Fairbrook St,AZ,Mesa,85205,False,Not Available,US
6402 Wynwright Dr,OH,Dublin,43016,True,8258,US
5025 Lake Overlook Avenue,FL,Bradenton,34208,False,Not Available,US
3223 Barr Rd,PA,Greencastle,17225,False,9145,US
1924 E 12th St,NE,Fremont,68025,False,4417,US
7120 W Plainfield Ave,WI,Milwaukee,53220,False,2959,US
51381 Turnage Stateline Road,LA,Franklinton,70438,False,Not Available,US
1902 Downing St SW,NC,Wilson,27893,False,4610,US
11 Corson Trail,GA,Taylorsville,30178,False,Not Available,US
6643 Franrivers Ave,CA,West Hills,91307,False,2816,US
2619 Farrier Court,CO,Colorado Springs,80922,False,Not Available,US
9820 Winterwood Way,CA,Sacramento,95827,False,2827,US
7200 Jaywick Avenue,MD,Fort Washington,20744,False,Not Available,US
10745 119th St,FL,Largo,33778,False,3545,US
8713 CYPRESS WALK CT,FL,TAMARAC,33321,False,Not Available,US
67 S Prescott,TN,Memphis,39111,False,Not Available,US
246 S Hillview Eldred Rd,IL,Eldred,62027,False,4440,US
6131 Dale Way,WA,lynnwood,98036,False,Not Available,US
214 Beale St,MS,Belzoni,39038,False,3062,US
3318 West Hampton Pointe Drive,SC,Florence,29501,False,Not Available,US
821 Springdale Dr,IN,Jeffersonville,47130,False,Not Available,US
13346 canopy grove dr,FL,Tampa,33625,False,Not Available,US
1414 east 7th,MO,Sedalia,65301,False,Not Available,US
27331 Kitch,MI,Inkster,48141,False,Not Available,US
971 Forselles Way,CA,Hayward,94544,False,5126,US
1700 Carmen St,TX,Alice,78332,False,5124,US
8301 Chadburn Xing,AL,Montgomery,36116,False,7273,US
601 Belmont Estates Drive,MS,Hernando,38632,False,Not Available,US
3011 Randolph Rd,OH,Mogadore,44260,False,9413,US
1215 Zeno Lane,PA,Allison Park,15101,False,Not Available,US
1202 E Avenida Grande,AZ,Casa Grande,85122,False,1006,US
939 Meadow Glade Dr,FL,Ruskin,33570,False,5108,US
11165 Southwest 109th Avenue,OR,Tigard,97223,False,Not Available,US
2128 South Humboldt Street,CO,Denver,80210,False,Not Available,US
1125 Wiess St,TX,Beaumont,77703,True,Not Available,US
2924 Greenridge View Lane,NC,zebulon,27597,False,Not Available,US
215 Edinburgh Dr,LA,Lafayette,70508,False,7157,US
11 Montague Ter,NY,Brooklyn,11201,False,4118,US
1042 Alcorn Terrace,VA,Midlothian,23114,False,Not Available,US
1744 Piedmont Dr,AL,Auburn,36830,False,2575,US
2004 Old Plain Dealing Rd,LA,Benton,71006,False,8604,US
414 E Krause St,LA,Westlake,70669,False,4814,US
5750 Melaleuca Dr,FL,Holiday,34690,False,6439,US
11 N 3rd Ave,WI,Winneconne,54986,False,9338,US
1504 Southgate Drive,TX,Brownwood,76801,False,Not Available,US
11200 Benson Street,KS,Overland Park,66210,False,Not Available,US
1010 harbor landing,GA,roswell,30076,False,Not Available,US
31 Astor Place,NY,Monsey,10952,False,Not Available,US
64 Mammoth Mountain Rd,NM,Angel Fire,87710,False,Not Available,US
5743 Mt Vernon rd,OR,Springfield,97478,False,Not Available,US
19 White Birch Cir,CT,Somers,06071,False,1033,US
138 Lincoln Rd,NY,Franklin Square,11010,False,3807,US
409 Goodwin Street,MA,Springfield,1151,False,Not Available,US
10625 W Maple St Unit A1,KS,Wichita,67209,False,Not Available,US
346 E Hwy 96,KS,Leoti,67861,False,Not Available,US
447 Georgetown St,PA,Sharpsville,16150,False,1438,US
310 N WITHERS RD,MO,LIBERTY,64068,False,Not Available,US
24 Cliff Drive,TX,Mineral Wells,76067,False,Not Available,US
1000 Gilbert st,GA,Atlanta,30317,False,Not Available,US
708 SW 312th St,WA,Federal Way,98023,False,4527,US
516 E Bailey Rd,IL,Naperville,60565,False,1558,US
285 woodsedge dr,TN,Eads,38028,False,Not Available,US
13 Market St,CT,New Britain,06051,False,2415,US
521 Princeton Rd,LA,Princeton,71067,False,8312,US
19 Kimberley Dr,MS,Laurel,39440,False,2185,US
1210 Downey St,WY,Laramie,82072,False,1846,US
"1006 Carom Cir, Mason MI 48854-9378",MI,Mason,48854,False,Not Available,US
1016 Ransom Rd,NY,Grand Island,14072,False,1412,US
2438 24th Way,FL,West Palm Beach,33407,False,6723,US
108 W 80th St,IL,Chicago,60620,False,1137,US
318 W Peeler St,NC,Salisbury,28146,False,6861,US
303 Rushing Wind Way,NC,Apex,27502,False,3877,US
3518 cave springs avenue,KY,Bowling green,42104,False,Not Available,US
4804 W Riverbend Dr,IN,Muncie,47304,False,Not Available,US
6590 Hughes St,FL,Jacksonville,32219,False,3005,US
1599 E Monaco Circle,UT,Murray,84121,False,Not Available,US
4943 Carver Street,FL,Lake Worth,33463,False,Not Available,US
2950 Old Spanish Trl,TX,Houston,77054,False,2232,US
8352 diver lane,FL,spring hill,34608,False,Not Available,US
35990 Louisiana 441,LA,Holden,70744,False,Not Available,US
648 Commander Ave,NY,West Babylon,11704,False,2302,US
1117 McAdoo Ave,MD,Baltimore,21207,False,4755,US
119 Sanford Ln,TN,Oak Ridge,37830,False,4600,US
1450 N Prescott St,OR,Portland,97217,False,3262,US
1701 Dave Ward Drive,AR,Conway,72034,False,Not Available,US
25239 Via Tanara,CA,Valencia,91355,False,3236,US
137 Cohill Dr,AL,Alabaster,35007,False,3838,US
11147 Corsicana Dr,TX,Frisco,75035,False,6415,US
2108 Dufour Ave,CA,Redondo Beach,90278,False,1413,US
2431 Ravina St,TX,San Antonio,78222,False,1329,US
23 James Dr,FL,Shalimar,32579,False,Not Available,US
3791 River Trace Dr,MS,Diberville,39540,False,5505,US
2071 Scenic View Bend,FL,Lakeland,33810,False,Not Available,US
103 County Road S-18-242,SC,Summerville,29483,False,Not Available,US
1729 Coleville Oak Ln,GA,Lawrenceville,30046,False,4053,US
30442 Newport Dr,MI,Warren,48088,False,6836,US
89 Iris Ln,AZ,Duncan,85534,False,8347,US
1968 Driftwood Ave,TN,Memphis,38127,False,7337,US
1927 Laurinda Drive,CA,San Jose,95124,False,Not Available,US
1228 S Eugene St,NC,Greensboro,27406,False,1349,US
239 Fleetwood Road,MS,Rolling Fork,39159,False,Not Available,US
500 Saint Thomas St,TX,Lockhart,78644,False,2578,US
1923 Shepherd St NE,DC,Washington,20018,False,3229,US
126 Penny LN,TX,Georgetown,78633,False,Not Available,US
405 N C Street St,MO,Poplar Bluff,63901,False,Not Available,US
2903 SW 2nd Pl,FL,Cape Coral,33914,False,Not Available,US
459 Hunters Crossing Dr,SC,Hopkins,29061,False,8375,US
10829 NATALIE DRIVE,FL,Jacksonville,32218,False,Not Available,US
26 E 118th St,IL,Chicago,60628,False,6102,US
4208 Hillington Dr NE,GA,Atlanta,30345,False,8010,US
2400 Camino Alto,TX,Austin,78746,True,2407,US
99 Louisiana Ave,NY,Brooklyn,11207,False,6739,US
1481 Ivey Church Road,NC,Maiden,28650,False,Not Available,US
22437 theisen ave,IL,Sauk village,60411,False,Not Available,US
50 Provin Mountain Dr,MA,Feeding Hills,01030,False,1124,US
367 Eagle Bluff Rd,TN,Jacksboro,37757,False,2011,US
1528 Serrano,NM,Alamogordo,88310,False,3900,US
3672 E Marathon Dr,NV,Pahrump,89061,False,0108,US
12006 Hwy 180 East,NM,Santa Clara,88026,False,Not Available,US
185 Whitney Pl,NY,Buffalo,14201,False,1907,US
15w732 Lexington Street,IL,Elmhurst,60126,False,Not Available,US
13910 Route 235,PA,Beaver Springs,17812,False,9203,US
5 Hibiscus Lane,NJ,Robbinsville,8691,True,Not Available,US
1433 Phillips Rd,NC,Sandy Ridge,27046,False,7104,US
102 Front St,NY,Brooklyn,11201,False,1026,US
21250 Windmill Parc Dr,VA,Sterling,20166,False,6878,US
268 Westervelt Avenue,NY,Staten Island,27282,False,7737,US
104 S 10th St,NE,Newman Grove,68758,False,5031,US
333 E Ontario St,IL,Chicago,60611,False,6955,US
1611 Grand Meadows Ct,TX,Katy,77494,False,2177,US
3416 Woodcrest Dr,AL,Vestavia Hills,35216,False,5358,US
602 Penn Ave,PA,Turtle Creek,15145,False,2000,US
2850 Avery,TX,Rockwall,75032,False,7463,US
13 Edgeworth St,MA,South Dartmouth,02748,False,3040,US
17341 California Ave,IL,Hazel Crest,60429,False,1770,US
64863 Glacier View Dr,OR,Bend,97703,False,8985,US
1226 E Louisiana St,OK,Norman,73071,False,2528,US
5230 South Martin Luther King Junior Parkway,TX,Beaumont,77705,False,Not Available,US
1207 Lawrence Street,VA,Radford,24141,False,Not Available,US
1113 Lake Rise Pl,TN,Gallatin,37066,False,5829,US
5788 Morningside Drive,IN,Newburgh,47630,False,Not Available,US
149 Bill Williamson Ct,SC,Lexington,29073,False,9296,US
709 Hayes Line Lane,GA,Thomson,30824,False,Not Available,US
50 C.R. 410,TX,Goldthwaite,76844,False,Not Available,US
629 Countryside Lane,WI,Hudson,54016,False,Not Available,US
9404 Mary Glen Dr,MO,Saint Louis,63126,False,2139,US
10603 Parkfield Drive,TX,Austin,78758,False,Not Available,US
2750 Storm Branch Rd,SC,Beech Island,29842,False,8538,US
4501 Horseshoe Lake Way,FL,Plant City,33565,False,Not Available,US
212 Sycamore Dr,PA,Seven Fields,16046,False,4320,US
2411 N St. Louis Ave,IL,Chicago,60647,False,Not Available,US
5106 Burnwell Ct,MD,District Heights,20747,False,2778,US
3027 W 13 Mile Rd Apt 140,MI,Royal Oak,48073,False,Not Available,US
11038 Essen Ct,IN,Indianapolis,46235,False,9348,US
2425 South Keel Ridge Road,PA,Hermitage,16148,False,Not Available,US
26 Foye Ave,MA,Weymouth,02188,False,2305,US
12391 US Hwy 61,MO,New Madrid,63869,False,Not Available,US
1202 West Canton Court,MO,Ozark,65721,False,Not Available,US
1007 Avenshire Cir,NC,Wilmington,28412,False,Not Available,US
7226 NE Shaleen St,OR,Hillsboro,97124,False,9410,US
8215 W 98th Ave,FL,Vero Beach,32967,False,3404,US
1269 Nicola Dr,OH,Aurora,44202,False,7747,US
119 Wilmont Ct,NY,Hopewell Junction,12533,False,6372,US
5932 N Hutchinson St,PA,Philadelphia,19141,False,3714,US
25830 Bowman Acres Lane,MD,Damascus,20872,False,Not Available,US
5 White St,PA,Rochester,15074,False,2412,US
2924 Bennett Street,MI,Dearborn,48124,False,Not Available,US
1247 Rosita Rd,CA,Pacifica,94044,False,4224,US
13600 Virginia St,MS,Ocean Springs,39565,False,Not Available,US
4234 Marston Ct,CA,Turlock,95382,False,Not Available,US
3693 Fordoche Rd,LA,Livonia,70755,False,3309,US
6811 Sharon Ct,OH,Columbus,43229,True,1210,US
450 S County Road 950 E,IN,Peru,46970,False,9367,US
203 Edmund Drive,NC,Angier,27501,False,Not Available,US
195 N Harbor Dr,IL,Chicago,60601,False,7536,US
1184 Dallas Street,CO,Aurora,80010,False,Not Available,US
3138 Arbor Oaks Dr,IA,Dubuque,52001,False,Not Available,US
7404 Derby Downs Dr.,TX,Austin,78747,False,Not Available,US
5111 S MERIDIAN AVE,KS,WICHITA,67217,False,3777,US
3214 Commonwealth dr.,OH,Parma,44134,False,Not Available,US
