,inputs.city,inputs.country,inputs.post_code,inputs.post_code_extension,inputs.safety_flag,inputs.state,inputs.street,attomdata_attom_id.row_id,attomdata_attom_id.client_id,attomdata_attom_id.attom_id,attomdata_attom_id.is_hit,attomdata_attom_id.error
7921,Mount Vernon,US,10550,1219,False,NY,137 N 5th Ave,7921,,46697227,True,
7922,Terre Haute,US,47805,Not Available,False,IN,2970 E Phylbeck Ave,7922,,,False,
7923,Candia,US,3034,Not Available,False,NH,134 palmer rd,7923,,37597439,True,
7924,New Stanton,US,15672,Not Available,False,PA,212 Chanticleer Circle,7924,,,False,
7925,McKinney,US,75072,8710,False,TX,2105 Warrington Dr,7925,,5018741,True,
7926,Cary,US,27513,Not Available,False,NC,6222 Elevate Circle,7926,,,False,
7927,Fairfield,US,6824,2803,False,CT,428 Old Mill Rd,7927,,152520748,True,
7928,Bradenton,US,34208,1270,False,FL,340 11th St E,7928,,,False,
7929,Clayton,US,27520,Not Available,False,NC,31 Falling Oak Court,7929,,177569019,True,
7930,Las Vegas,US,89183,7133,False,NV,10017 Crisp Clover St,7930,,2897058,True,
7931,Mount Airy,US,27030,5940,False,NC,279 Cedar Lake Trl,7931,,,False,
7932,New Castle,US,47362,1809,False,IN,2910 Chrysler Dr,7932,,212738044,True,
7933,Miami,US,33169,Not Available,True,FL,17381 Northwest 7th Avenue,7933,,,False,
7934,Humble,US,77338,Not Available,False,TX,5011 Elkgroove ln,7934,,167781968,True,
7935,La Puente,US,91744,1601,False,CA,1226 Aileron Ave,7935,,9215764,True,
7936,Dallas,US,75224,1601,False,TX,2307 Hollywood Ave,7936,,165643625,True,
7937,Lynn,US,1905,Not Available,False,MA,20 neptune st ct,7937,,,False,
7938,Immokalee,US,34142,9600,False,FL,2810 State St,7938,,163963918,True,
7939,Shorewood,US,60404,8613,False,IL,1111 Moorland Ave,7939,,148257621,True,
7940,Rainier,US,98576,9612,False,WA,17105 Mulqueen Rd SE,7940,,,False,
7941,West Haven,US,6516,4701,False,CT,4 Bayview Pl,7941,,27276463,True,
7942,Austin,US,78758,Not Available,False,TX,2818 Kramer Lane,7942,,,False,
7943,Grand Prairie,US,75051,4080,False,TX,226 E Cober Dr,7943,,50811090,True,
7944,Oxford,US,27565,6147,False,NC,3570 River View Cir,7944,,14621639,True,
7945,Oakland,US,94603,Not Available,False,CA,9500 e st,7945,,19561428,True,
7946,Wellton,US,85356,6542,False,AZ,27771 E County 12th St,7946,,52007870,True,
7947,Nanticoke,US,18634,1311,False,PA,37 Old Newport St,7947,,,False,
7948,Philadelphia,US,19136,Not Available,False,PA,9015 Ashton Rd,7948,,41393961,True,
7949,Philadelphia,US,19149,Not Available,False,PA,6621 Leonard Stret,7949,,178938813,True,
7950,Pearisburg,US,24134,Not Available,False,VA,1159 Wilburn Valley Road,7950,,322428212,True,
7951,New Bedford,US,2745,5614,False,MA,3 Vernon St,7951,,22262538,True,
7952,Sunrise,US,33351,5149,False,FL,4843 NW 94th Ter,7952,,,False,
7953,Honolulu,US,96816,3434,False,HI,2343 Kuahea St,7953,,188271358,True,
7954,Fairfax,US,22030,4441,False,VA,PMB 3546 4450 Rivanna River Way,7954,,,False,
7955,Sarasota,US,34232,Not Available,False,FL,4979 Live Oak Drive,7955,,144781305,True,
7956,Forney,US,75126,1340,False,TX,1717 Frankford Dr,7956,,325847238,True,
7957,West Covina,US,91792,2808,False,CA,343 S Frankfurt Ave,7957,,141264980,True,
7958,Covington,US,30016,8908,False,GA,40 Lark Rd,7958,,32030963,True,
7959,Murrieta,US,92563,4901,False,CA,26297 Norma Jean Pl,7959,,18496461,True,
7960,Walkertown,US,27051,9658,False,NC,4831 Diane Ct,7960,,11429058,True,
7961,West Hollywood,US,90069,4634,False,CA,816 Westmount Dr,7961,,154591528,True,
7962,El Campo,US,77437,Not Available,False,TX,222 Robert Lane,7962,,,False,
7963,Staunton,US,24401,3776,False,VA,2407 Bare St,7963,,309269981,True,
7964,Albany,US,42602,6190,False,KY,180 Keith Speck Dr,7964,,,False,
7965,Hazel Crest,US,60429,Not Available,True,IL,2638 WOODWORTH PL,7965,,3791628,True,
7966,Camilla,US,31730,3919,False,GA,630 S Harney St,7966,,215838583,True,
7967,Bonham,US,75418,Not Available,False,TX,100 W Russell Ave,7967,,212012272,True,
7968,Rochester,US,15074,2723,False,PA,1978 Route 68,7968,,17117763,True,
7969,Gibsonia,US,15044,Not Available,False,PA,5031 Sunnyslope Drive,7969,,50708024,True,
7970,Eagle Mountain,US,84005,6288,False,UT,7142 N Skyview Ln,7970,,,False,
7971,East Haven,US,6512,1086,False,CT,140 Mill St,7971,,205468880,True,
7972,West Jordan,US,84081,Not Available,False,UT,9312 S Wilshire Park Ave,7972,,,False,
7973,Norwich,US,13815,1219,False,NY,99 Canasawacta St,7973,,168757150,True,
7974,Stamford,US,6902,1619,False,CT,20 River Hill Dr,7974,,25704073,True,
7975,Syracuse,US,84075,Not Available,False,UT,2942 West 2225 South,7975,,151238432,True,
7976,Islip Terrace,US,11752,2811,False,NY,83 Nassau St,7976,,9095076,True,
7977,Bedford Hills,US,10507,2130,False,NY,208 Harris Rd,7977,,36746250,True,
7978,Flushing,US,11367,Not Available,False,NY,144-36 71 Ave,7978,,,False,
7979,EVART,US,49631,Not Available,False,MI,4074 70th Ave,7979,,289916133,True,
7980,Leesburg,US,20175,2520,False,VA,211 Primrose Ct SW,7980,,197031695,True,
7981,McAllen,US,78501,Not Available,False,TX,2106 North 48th Lane,7981,,165441745,True,
7982,Fort Dodge,US,50501,Not Available,False,IA,1713 Williams Drive,7982,,215113429,True,
7983,Medford,US,97504,5346,False,OR,1917 Roberts Rd,7983,,1494403,True,
7984,Bainbridge Island,US,98110,Not Available,False,WA,8356 New Holland Ct NE,7984,,184968290,True,
7985,Sherwood,US,43556,Not Available,False,OH,320 East Maple Street,7985,,211159947,True,
7986,East Orange,US,7018,1479,False,NJ,240 S Harrison St,7986,,188826366,True,
7987,Lake Helen,US,32744,3602,False,FL,1034 Lake Helen Osteen Rd,7987,,153343882,True,
7988,Indianapolis,US,46250,Not Available,False,IN,5333 East 75th Street,7988,,198198398,True,
7989,Graham,US,76450,2810,False,TX,403 Colorado Ave,7989,,211969805,True,
7990,Sioux Falls,US,57104,Not Available,False,SD,1012 West 10th Street,7990,,,False,
7991,Englewood,US,80112,Not Available,False,CO,9851 Jefferson Pkwy,7991,,,False,
7992,Norfolk,US,23518,2834,False,VA,1116 Templar Blvd,7992,,201350191,True,
7993,Mount Laurel,US,8054,6228,False,NJ,3505 Fenwick Ln,7993,,53082102,True,
7994,Taylor Mill,US,41015,Not Available,False,KY,728 Sunset Drive,7994,,8465871,True,
7995,Katy,US,77449,Not Available,False,TX,22407 Bellow Glen Dr,7995,,41435040,True,
7996,Hanford,US,93230,3823,False,CA,517 N Irwin St,7996,,,False,
7997,Erie,US,16509,Not Available,False,PA,10214 Sampson Rd,7997,,178489069,True,
7998,North Salem,US,10560,Not Available,False,NY,2 little mountain rd,7998,,50312483,True,
7999,Denton,US,76209,8023,False,TX,3905 Atlas Dr,7999,,147977970,True,
8000,Boyle,US,38730,Not Available,False,MS,230 N Tims Ave,8000,,320920531,True,
8001,Hoisington,US,67544,1744,False,KS,902 N Main St,8001,,294925229,True,
8002,Dallas,US,75252,Not Available,False,TX,18732 Everwood Ct,8002,,166754528,True,
8003,Blountville,US,37617,4520,True,TN,3219 Highway 126,8003,,44460111,True,
8004,Biloxi,US,39532,7820,False,MS,14963 Clear Springs Dr,8004,,38452839,True,
8005,San Antonio,US,78254,Not Available,False,TX,8347 lazy pebble,8005,,164898383,True,
8006,Corbin,US,40701,Not Available,False,KY,2061 Bacon Creek Road,8006,,296700924,True,
8007,Hercules,US,94547,1305,False,CA,106 Aspen Ct,8007,,150054377,True,
8008,Gilman,US,50106,Not Available,False,IA,122 Pleasant Vw,8008,,,False,
8009,Hendersonville,US,28791,Not Available,False,NC,309 Sunset Dr,8009,,177077762,True,
8010,Ellenwood,US,30294,1630,True,GA,3761 Bouldercrest Rd,8010,,15934206,True,
8011,Holland,US,49424,Not Available,False,MI,363 Fifth Ave.,8011,,218734286,True,
8012,Conroe,US,77301,Not Available,False,TX,2048 Borthwick Ln,8012,,34514596,True,
8013,Ravenna,US,44266,8020,False,OH,3147 Lake Rockwell Rd,8013,,182782741,True,
8014,Elmont,US,11003,4717,True,NY,736 Meacham Ave,8014,,20979806,True,
8015,Douglassville,US,19518,2420,False,PA,36B Elm House,8015,,,False,
8016,Coram,US,11727,5123,False,NY,34 Pineview Ln,8016,,,False,
8017,Marissa,US,62257,Not Available,False,IL,10767 Bee Hollow Road,8017,,175846898,True,
8018,Rancho Cucamonga,US,91730,3184,False,CA,8743 Pineview Ct,8018,,44881267,True,
8019,Perkinston,US,39573,Not Available,False,MS,58 Grady Diamond Road,8019,,299021738,True,
8020,Naylor,US,31641,3835,False,GA,1211 Ga Highway 135 S,8020,,,False,
8021,Front Royal,US,22630,Not Available,False,VA,4162 Panhandle Road,8021,,54485593,True,
8022,Danville,US,46122,8807,False,IN,3028 Garden View Ter,8022,,,False,
8023,Janesville,US,53545,4841,False,WI,715 S Garfield Ave,8023,,142496435,True,
8024,Locust Valley,US,11560,1927,False,NY,35 Buckram Rd,8024,,169394088,True,
8025,Double springs,US,35553,Not Available,False,AL,103 cane creek rd,8025,,290915530,True,
8026,Tujunga,US,91042,Not Available,False,CA,9807 Amanita ave.,8026,,154439454,True,
8027,Bunker,US,63629,Not Available,False,MO,765 County Road 926,8027,,300113374,True,
8028,OCALA,US,34480,Not Available,True,FL,9039 SE 7TH Avenue Rd,8028,,159485876,True,
8029,Greene,US,50636,Not Available,False,IA,16878 130th Street,8029,,212519286,True,
8030,Dayton,US,45458,Not Available,False,OH,403 Shawnee Trail,8030,,,False,
8031,Stanwood,US,98292,9147,False,WA,8231 184th St NW,8031,,143841882,True,
8032,Prior Lake,US,55372,2148,False,MN,15033 Aquilla Ave S,8032,,,False,
8033,Homewood,US,60430,3539,False,IL,18409 Center Ave,8033,,148948782,True,
8034,Irvine,US,92620,Not Available,False,CA,47 Donovan,8034,,208101987,True,
8035,Sarasota,US,34235,0901,False,FL,5418 Chanteclaire,8035,,,False,
8036,Lauderdale by the Sea,US,33062,Not Available,False,FL,6 Sunset Lane,8036,,54125175,True,
8037,Holly Springs,US,27540,Not Available,False,NC,208 Atwood DR,8037,,253347408,True,
8038,Hanover,US,17331,4129,False,PA,782 Baltimore St,8038,,179401537,True,
8039,Sanford,US,27330,4528,False,NC,508 Midland Ave,8039,,219903131,True,
8040,BOCA RATON,US,33428,Not Available,False,FL,21422 SUMMERTRACE CIR,8040,,46539578,True,
8041,Madison,US,53703,Not Available,False,WI,938 Spaight St.,8041,,34457785,True,
8042,Mc Farland,US,53558,9023,False,WI,6207 Spring Pond Ct,8042,,47977559,True,
8043,Apopka,US,32712,3514,False,FL,508 N Lake Ave,8043,,13529198,True,
8044,Thousand Oaks,US,91362,2067,False,CA,2676 E Hillcrest Dr,8044,,,False,
8045,Dunn,US,28334,3839,True,NC,209 N Watauga Ave,8045,,177310834,True,
8046,Boston,US,2127,Not Available,False,MA,3 Glover Ct Unit #2,8046,,,False,
8047,Seal Beach,US,90740,Not Available,False,CA,1220 Crestview Ave,8047,,30635963,True,
8048,North Falmouth,US,2556,Not Available,False,MA,464 North Falmouth Highway Un,8048,,190020945,True,
8049,Santa Rosa,US,95409,Not Available,False,CA,4784 Sonoma Highway,8049,,,False,
8050,Columbiana,US,35051,Not Available,False,AL,110 Carter Lane,8050,,2010640,True,
8051,Pleasant Prairie,US,53158,Not Available,False,WI,707 82nd Street,8051,,186695748,True,
8052,Columbus,US,31903,3005,False,GA,2113 Milano Dr,8052,,220128058,True,
8053,Maple City,US,49664,8802,False,MI,8510 S Olivia Dr,8053,,289197984,True,
8054,Columbia,US,29205,Not Available,False,SC,2510 Santee Ave,8054,,198005125,True,
8055,Pittsburgh,US,15210,4409,False,PA,443 Sinton Ave,8055,,147094722,True,
8056,Melrose,US,32666,Not Available,False,FL,714 Seminole Ridge Rd,8056,,161964513,True,
8057,Cincinnati,US,45238,2020,False,OH,3335 Muddy Creek Rd,8057,,183094640,True,
8058,Beaumont,US,77706,Not Available,False,TX,1040 Meadowland Drive,8058,,165697232,True,
8059,Lakeland,US,33801,Not Available,True,FL,605 N Stella Ave,8059,,22399756,True,
8060,Owings Mills,US,21117,7620,False,MD,4606 Springwater Ct,8060,,,False,
8061,Waldorf,US,20603,3706,False,MD,9132 Granite Ct,8061,,42441809,True,
8062,Phoenix,US,85085,Not Available,False,AZ,2414 W Lucia Dr,8062,,19639836,True,
8063,Middletown,US,10940,Not Available,False,NY,87 Woodside Knolls Dr,8063,,170587654,True,
8064,West Point,US,52656,9236,False,IA,2840 Old Quarry Rd,8064,,325959555,True,
8065,Beloit,US,53511,Not Available,False,WI,524 Bluff Street,8065,,144026043,True,
8066,Key Largo,US,33037,2569,False,FL,40 Florida Dr,8066,,186141368,True,
8067,New York,US,10012,Not Available,False,NY,238 Mott St #4D,8067,,,False,
8068,Clayton,US,45315,Not Available,False,OH,7719 Kimmel Rd,8068,,46714167,True,
8069,Midway,US,31320,Not Available,False,GA,300 Wayside Circle,8069,,,False,
8070,Saint Louis,US,63109,1626,False,MO,5514 Chippewa St,8070,,17470257,True,
8071,Elizabeth,US,80107,Not Available,False,CO,40875 S Thunder Hill Rd,8071,,30406240,True,
8072,Dumfries,US,22026,2179,True,VA,16957 Toms River Loop,8072,,9304255,True,
8073,Tacoma,US,98403,Not Available,False,WA,210 N G St,8073,,250859994,True,
8074,Bucoda,US,98530,Not Available,False,WA,308 S Nenant St,8074,,,False,
8075,Winterhaven,US,33881,Not Available,False,FL,1260 17th St NW,8075,,259376,True,
8076,Walterboro,US,29488,2972,False,SC,504 Forest Cir Apt 524,8076,,,False,
8077,Tulsa,US,74129,6230,False,OK,6756 E 27th Pl,8077,,36784533,True,
8078,North Port,US,34288,8283,False,FL,3811 Nashville Rd,8078,,28120410,True,
8079,Brookhaven,US,30319,5412,False,GA,1413 Brookhaven Cir NE,8079,,,False,
8080,Essex Junction,US,5452,5101,False,VT,1 Hawthorn Cir,8080,,25456984,True,
8081,University Place,US,98466,Not Available,False,WA,1921 88th Ave. W.,8081,,185615614,True,
8082,Spring Hill,US,34609,Not Available,False,FL,11326 Highlander Court,8082,,14358953,True,
8083,Southeast Portland,US,97236,Not Available,False,OR,3733 Southeast 167th Avenue,8083,,37625522,True,
8084,Grand Rapids,US,49505,Not Available,False,MI,1509 Diamond Ave. NE,8084,,,False,
8085,Milwaukee,US,53207,5137,False,WI,4225 S Pine Ave,8085,,15270069,True,
8086,Waxahachie,US,75165,1848,False,TX,102 Vine St,8086,,167859411,True,
8087,Memphis,US,38116,8148,False,TN,2110 Cedar Way Ct,8087,,144833928,True,
8088,Pompano Beach,US,33060,5450,False,FL,1565 NW 3rd Way,8088,,11550696,True,
8089,Grand Bay,US,36541,Not Available,False,AL,12932 Walter Lee circle N,8089,,,False,
8090,Bluffton,US,29910,Not Available,False,SC,215 Whiteoak Cir,8090,,,False,
8091,Phenix City,US,36867,Not Available,False,AL,33 Lee Road 2169,8091,,,False,
8092,Winston Salem,US,27103,Not Available,False,NC,1613 Dupont Road,8092,,24515522,True,
8093,Puyallup,US,98371,4903,False,WA,7608 Canyon Rd E,8093,,144739565,True,
8094,Sayre,US,73662,4015,False,OK,18093 E 1170 Rd,8094,,213199363,True,
8095,Brunson,US,29911,4542,False,SC,5317 Prince Williams Rd,8095,,306222917,True,
8096,Scottsboro,US,35769,Not Available,False,AL,38 Greenwood Dr,8096,,208072538,True,
8097,Sacramento,US,95823,3118,False,CA,4762 A Pkwy,8097,,24551533,True,
8098,Hutchinson,US,67501,Not Available,False,KS,227 E 4th Ave,8098,,215450710,True,
8099,Memphis,US,38016,Not Available,False,TN,8224 Crimson Creek,8099,,1957649,True,
8100,Pittsburgh,US,15236,Not Available,False,PA,224 Melvin Drive,8100,,147876598,True,
8101,Orange,US,92869,1911,False,CA,4628 E Golden Eagle Ave,8101,,13656536,True,
8102,Montgomery,US,36106,3173,False,AL,2515 Promlake Ct Apt 4,8102,,,False,
8103,Keedysville,US,21756,Not Available,False,MD,5633 Mount Carmel Church Road,8103,,194482555,True,
8104,Austin,US,72007,8092,False,AR,103 Gunsmoke Ln,8104,,10317794,True,
8105,Vernon,US,32462,3517,False,FL,3911 River Rd,8105,,151895123,True,
8106,Los Angeles,US,90004,Not Available,False,CA,618 N Wilton Pl,8106,,,False,
8107,Randleman,US,27317,8306,False,NC,4211 Bentley Dr,8107,,29753279,True,
8108,Tampa,US,33603,5440,False,FL,908 W Woodlawn Ave,8108,,160888883,True,
8109,Angola,US,46703,Not Available,False,IN,3525 N Bay View Rd,8109,,208914316,True,
8110,Carrollton,US,30117,Not Available,False,GA,144 South Coleman Street,8110,,13248725,True,
8111,Sunflower,US,38778,9794,False,MS,113 Hampton Street Ext,8111,,,False,
8112,Baltimore,US,43105,9420,False,OH,12207 Roesta Ln NW,8112,,29613201,True,
8113,Houston,US,77095,5148,False,TX,9515 Comstock Meadows Dr,8113,,33561052,True,
8114,Bradenton,US,34207,Not Available,False,FL,105 Cortez Road W,8114,,216433655,True,
8115,Jonesborough,US,37659,6187,True,TN,406 Mount Zion Church Rd,8115,,25282904,True,
8116,Bellmawr,US,8031,1829,False,NJ,3 Victory Dr,8116,,,False,
8117,Philadelphia,US,19130,4208,False,PA,2001 Hamilton St,8117,,,False,
8118,Anderson,US,29621,4130,False,SC,301 Forest Hill Dr,8118,,202073892,True,
8119,Bel Air,US,21015,4736,False,MD,1505 Westview Ct,8119,,196287492,True,
8120,Florissant,US,63033,Not Available,False,MO,2429 BLUEJAY WAY COURT,8120,,10590339,True,
8121,Siletz,US,97380,Not Available,True,OR,21821 N HWY 229,8121,,33023373,True,
8122,Green Cove Springs,US,32043,8030,False,FL,3313 Turkey Creek Dr,8122,,10757199,True,
8123,San Antonio,US,78253,Not Available,False,TX,4411 Albert Martin,8123,,33314538,True,
8124,Dallas,US,75229,6106,False,TX,10010 Coppedge Ln,8124,,28399395,True,
8125,Lakewood,US,80228,4530,False,CO,13771 W Warren Dr,8125,,2277663,True,
8126,San Antonio,US,78260,4442,False,TX,1924 Capella Rdg,8126,,,False,
8127,Hopewell,US,8525,Not Available,False,NJ,115 West Prospect St,8127,,197488732,True,
8128,Shelbyville,US,46176,Not Available,True,IN,228 E Washington,8128,,147136095,True,
8129,Sunrise,US,33351,Not Available,False,FL,4913 Northwest 96th Terrace,8129,,,False,
8130,Torrance,US,90501,3300,False,CA,2390 Crenshaw Blvd,8130,,154892851,True,
8131,Mount Wolf,US,17347,9616,False,PA,3670 N Sherman Street Ext,8131,,4516386,True,
8132,Ridgeland,US,39157,1346,False,MS,6675 Old Canton Rd,8132,,38477948,True,
8133,Franklin,US,7416,Not Available,False,NJ,72 wildcat road,8133,,144754857,True,
8134,Anaheim,US,92804,4964,False,CA,2880 W Ball Rd,8134,,155752727,True,
8135,Phoenix,US,85086,Not Available,False,AZ,39025 North 31st Avenue,8135,,7082397,True,
8136,Corryton,US,37721,Not Available,False,TN,7208 Ridgeview Rd,8136,,14014006,True,
8137,Geismar,US,70734,Not Available,False,LA,37238 City Park Avenue,8137,,198470217,True,
8138,Runaway Bay,US,76426,9700,False,TX,523 Durbin Ct,8138,,34631703,True,
8139,District Heights,US,20747,4544,False,MD,7905 Fernham Ln,8139,,31430552,True,
8140,Front Royal,US,22630,Not Available,False,VA,343 W. 9th STREET,8140,,213900503,True,
8141,Rocky Mount,US,24151,6496,False,VA,120 Lilac Ln,8141,,,False,
8142,San Diego,US,92130,Not Available,False,CA,4679 Torrey Circle,8142,,,False,
8143,Mesa,US,85207,Not Available,False,AZ,6915 E Upper Trail Cir,8143,,41048817,True,
8144,Mill Valley,US,94941,Not Available,False,CA,339 Cardinal ct,8144,,157516580,True,
8145,Akron,US,44305,Not Available,False,OH,642 Grifton Avenue,8145,,182640800,True,
8146,Sparta,US,7871,2035,False,NJ,264 Springbrook Trl,8146,,,False,
8147,New York,US,10035,3944,False,NY,113 E 119th St,8147,,169574730,True,
8148,Irmo,US,29063,Not Available,False,SC,285 Glen Arbor Loop,8148,,209758146,True,
8149,Syracuse,US,13203,1259,False,NY,113 S Carbon St,8149,,168076475,True,
8150,Brooklyn,US,11217,Not Available,False,NY,220 Berkeley Place,8150,,28573805,True,
8151,Goldsboro,US,27530,9051,False,NC,403 Lane Tree Dr,8151,,17405060,True,
8152,Hawkinsville,US,31036,5522,False,GA,184 Cabero Rd,8152,,292047365,True,
8153,Muskego,US,53150,8654,True,WI,S78W16465 Spinnaker Dr,8153,,202167036,True,
8154,Garfield,US,7026,Not Available,False,NJ,100 Maple Street,8154,,189695360,True,
8155,Saint Marys,US,31558,4518,False,GA,415 Palmetto St,8155,,13648667,True,
8156,Emeryville,US,94608,4550,True,CA,2825 Filbert St,8156,,52031940,True,
8157,Cincinnati,US,45255,4518,True,OH,842 Strathcoma Dr,8157,,147092320,True,
8158,Raleigh,US,27615,Not Available,False,NC,9101 Sweetbrook Ln,8158,,,False,
8159,Prior Lake,US,55372,Not Available,False,MN,17195 Langford Blvd,8159,,146901795,True,
8160,Largo,US,33774,Not Available,False,FL,11037 Bella Loma Dr,8160,,49707848,True,
8161,Portland,US,4102,Not Available,False,ME,11 Boynton Street,8161,,189051684,True,
8162,Matamoras,US,18336,1307,False,PA,403 Avenue H,8162,,178538928,True,
8163,Mathews,US,36052,4412,False,AL,678 Athey Rd,8163,,,False,
8164,Frisco,US,75033,Not Available,False,TX,11190 Las Polamas Drive,8164,,44580844,True,
8165,Lithonia,US,30058,1555,False,GA,2163 Poplar Falls Ave,8165,,171889197,True,
8166,Boise,US,83713,Not Available,False,ID,13276 W. Silverbrook Dr.,8166,,49525666,True,
8167,Summerfield,US,34491,5449,False,FL,8382 SE 162nd St,8167,,225556065,True,
8168,Hialeah,US,33018,Not Available,False,FL,10522 W 35th LN,8168,,326343679,True,
8169,Covina,US,91722,Not Available,False,CA,4513 shadydale ave,8169,,,False,
8170,Montgomery,US,60538,Not Available,False,IL,79 Paddock Street,8170,,42489044,True,
8171,Bloomingdale,US,60108,3305,False,IL,308 Chesapeake Ln,8171,,176105118,True,
8172,Fountain Hills,US,85268,8403,False,AZ,16230 E Chiquita Dr Unit 13,8172,,,False,
8173,Great Bend,US,67530,7103,False,KS,2813 25th St,8173,,294930498,True,
8174,San Antonio,US,78239,Not Available,True,TX,421 candleglo,8174,,165546774,True,
8175,RANCHO MIRAGE,US,92270,Not Available,False,CA,44 VIA BELLA,8175,,40414237,True,
8176,Reading,US,19608,9073,False,PA,18 Merganser Dr,8176,,321093885,True,
8177,Santa Rosa,US,95404,1831,False,CA,3199 Hidden Valley Dr,8177,,51070285,True,
8178,Staunton,US,24401,2048,False,VA,919 Grove Ln,8178,,309272412,True,
8179,CARYVILLE,US,32427,Not Available,False,FL,4602 WATERSIDE RD,8179,,160362570,True,
8180,Moncks Corner,US,29461,Not Available,False,SC,128 Guiness Ln,8180,,325383256,True,
8181,Zanesville,US,43701,8614,False,OH,4231 Chandlersville Rd,8181,,182934336,True,
8182,Casa Grande,US,85122,6735,False,AZ,1236 E Palo Verde Dr,8182,,41047217,True,
8183,Covina,US,91722,Not Available,False,CA,"1220 W San Bernardino Rd, Apt 212",8183,,,False,
8184,Searcy,US,72143,9191,False,AR,313 Walrose Cir,8184,,,False,
8185,Minneapolis,US,55401,Not Available,False,MN,322 2nd St S,8185,,,False,
8186,Kent,US,44240,2221,False,OH,495 Earl Ave,8186,,29589797,True,
8187,Louisville,US,40213,2935,False,KY,4403 Silverleaf Dr,8187,,25149622,True,
8188,Maple Grove,US,55311,Not Available,False,MN,7493 Vinewood Lane N,8188,,145692806,True,
8189,Waldorf,US,20602,Not Available,False,MD,11976 Montgomery Ln,8189,,199960296,True,
8190,arlington,US,22205,Not Available,False,VA,5412 23rd street north,8190,,200099106,True,
8191,Bloomfield Hills,US,48304,Not Available,False,MI,4154 Meadowlane Drive,8191,,17076187,True,
8192,Deerfield Beach,US,33441,Not Available,False,FL,1320 SE 2nd Avenue,8192,,141122293,True,
8193,eaton,US,45320,Not Available,False,OH,59 Ram Drive,8193,,15214616,True,
8194,Hohenwald,US,38462,5596,False,TN,129 Paul Hensley Rd,8194,,14869488,True,
8195,Martin,US,38237,7109,False,TN,3700 Hyndsver Rd,8195,,36559390,True,
8196,Frostburg,US,21532,2185,False,MD,19301 Upper Consol Rd NW,8196,,203413368,True,
8197,Oviedo,US,32765,Not Available,False,FL,2834 Strand Circle,8197,,,False,
8198,Blythewood,US,29016,7700,False,SC,321 Plantation Pkwy,8198,,36332322,True,
8199,Springfield,US,37172,4616,False,TN,5119 High Oaks Pl,8199,,33422714,True,
8200,Fort Wayne,US,46815,4607,False,IN,3827 Ferndale Dr,8200,,197085990,True,
8201,Charlotte,US,28216,Not Available,False,NC,8633 Barrister Way,8201,,11639856,True,
8202,New Kensington,US,15068,2317,False,PA,254 Hillcrest Dr,8202,,179960528,True,
8203,Grand Bay,US,36541,Not Available,False,AL,10064 Border Dr W,8203,,149159858,True,
8204,Cary,US,60013,Not Available,False,IL,643 Cary Woods Cir,8204,,153388217,True,
8205,Columbus,US,43202,Not Available,False,OH,3056 Saint John Court,8205,,,False,
8206,Chicago,US,60624,1372,False,IL,445 N Drake Ave,8206,,,False,
8207,Indianola,US,38751,Not Available,False,MS,111 East Augusta Street,8207,,299033852,True,
8208,AVENTURA,US,33180,Not Available,False,FL,20191 E Country Club Dr Apt 1410,8208,,,False,
8209,Charlotte,US,28277,4524,False,NC,6209 Seton House Ln,8209,,176878744,True,
8210,North Ridgeville,US,44039,1628,False,OH,6003 Jaycox Rd Apt 106,8210,,,False,
8211,Ruskin,US,33573,Not Available,False,FL,817 Silverthorn Lane,8211,,160832857,True,
8212,Boulder,US,80304,Not Available,False,CO,2734 Juniper Ave #27,8212,,,False,
8213,Charleston,US,29412,Not Available,False,SC,201 Key Ct,8213,,245328326,True,
8214,Malverne,US,11565,1422,False,NY,155 Norwood Ave,8214,,48827718,True,
8215,Largo,US,33770,4409,False,FL,1010 Parkview Ln,8215,,161672660,True,
8216,Phoenix,US,85083,7599,False,AZ,28512 N 66th Ln,8216,,25186324,True,
8217,Alabaster,US,35007,8405,False,AL,102 Newgate Rd,8217,,141906999,True,
8218,Pataskala,US,43062,Not Available,False,OH,727 Ridgeview dr,8218,,17974705,True,
8219,Reedsville,US,54230,9756,False,WI,406 S 5th St,8219,,47887873,True,
8220,King City,US,93930,3771,False,CA,151 Legacy Dr,8220,,30547778,True,
8221,Chicago,US,60638,5400,False,IL,5919 W 63rd St,8221,,,False,
8222,Islip Terrace,US,11752,1317,False,NY,13 Valley Stream St,8222,,168058512,True,
8223,Waipahu,US,96797,Not Available,False,HI,94-521 Pilimai Street,8223,,,False,
8224,Shelby Township,US,48316,Not Available,False,MI,53697 Woodbridge,8224,,,False,
8225,Hardeeville,US,29927,Not Available,False,SC,314 Roscommon Dr Unit 302,8225,,,False,
8226,Washington,US,20037,Not Available,False,DC,2201 L St NW,8226,,18176829,True,
8227,Chattanooga,US,37402,2732,False,TN,1280 Market St,8227,,188987102,True,
8228,Lincolnton,US,28092,Not Available,False,NC,3893 English Oak Drive,8228,,176781117,True,
8229,port st. lucie,US,34987,Not Available,False,FL,10319 Sw Fernwood Avenue,8229,,229267979,True,
8230,Topeka,US,66610,1439,False,KS,4112 SW Lincolnshire Rd,8230,,214610623,True,
8231,Warren,US,48093,Not Available,False,MI,11555 Newbern Dr,8231,,9027193,True,
8232,WHITTIER,US,90605,Not Available,False,CA,14724 CHRISTINE DR,8232,,154942794,True,
